drug_name,tested_both_sexes,species_unique,strain_unique,assay_unique,country_unique,articles_total,articles_blinding,articles_randomization,articles_welfare,target
obsolete disorder involving pain <> snri,0,2,2,2,2,2,1,0,1,1
obsolete disorder involving pain <> sodium channel blocker,1,2,3,4,4,4,4,2,4,1
obsolete disorder involving pain <> sodium chloride,0,1,1,2,0,1,1,1,1,1
obsolete disorder involving pain <> sodium diclofenac,1,1,1,1,2,2,0,0,1,1
obsolete disorder involving pain <> sphingomyelinase,0,0,0,0,1,1,0,0,0,1
obsolete disorder involving pain <> spironolactone,1,1,2,2,1,1,1,0,1,1
obsolete disorder involving pain <> ssris,0,2,2,3,2,3,2,1,3,1
obsolete disorder involving pain <> steroid,1,2,2,2,2,3,1,0,2,1
obsolete disorder involving pain <> substance p,1,2,4,2,5,5,4,1,5,1
obsolete disorder involving pain <> sufentanil,0,1,1,2,0,1,0,0,0,1
obsolete disorder involving pain <> sulfasalazine,0,1,2,2,1,1,1,0,1,1
"obsolete disorder involving pain <> sulfate, magnesium",0,1,1,1,1,1,1,1,1,1
obsolete disorder involving pain <> sumatriptan,0,2,2,4,2,2,1,0,2,1
obsolete disorder involving pain <> temsirolimus,0,2,1,3,1,1,0,0,1,1
obsolete disorder involving pain <> testosterone,0,1,1,1,1,1,0,0,1,1
obsolete disorder involving pain <> tetracaine,1,1,2,0,1,1,0,0,0,1
obsolete disorder involving pain <> tetrodotoxin,1,2,3,3,4,4,1,3,4,1
obsolete disorder involving pain <> thalidomide,0,2,3,3,1,3,1,0,3,1
obsolete disorder involving pain <> theophylline,1,2,4,3,2,2,0,1,2,1
obsolete disorder involving pain <> thioctic acid,0,1,1,3,1,1,1,0,1,1
obsolete disorder involving pain <> thymalfasin,0,1,1,3,1,2,0,2,1,1
obsolete disorder involving pain <> tizanidine,0,1,2,4,2,2,0,1,2,1
obsolete disorder involving pain <> tolperisone,0,0,0,1,1,1,0,0,0,1
obsolete disorder involving pain <> topiramate,0,2,1,2,2,2,1,1,2,1
obsolete disorder involving pain <> tramadol,0,2,2,2,3,3,1,1,0,1
obsolete disorder involving pain <> tramadol hydrochloride,0,1,1,2,1,1,0,0,0,1
obsolete disorder involving pain <> trazodone,0,0,0,1,1,1,0,0,0,1
obsolete disorder involving pain <> tricyclic antidepressant,0,2,4,2,4,5,3,1,4,1
obsolete disorder involving pain <> tricyclic antidepressant drugs,0,1,1,2,1,1,1,0,0,1
obsolete disorder involving pain <> tricyclic antidepressants,1,2,2,3,3,3,2,1,3,1
obsolete disorder involving pain <> trimebutine,0,1,1,3,2,2,1,1,1,1
obsolete disorder involving pain <> tropisetron,0,2,4,4,7,7,2,0,3,1
obsolete disorder involving pain <> tumor necrosis factor alpha,1,2,3,4,2,3,2,1,3,1
obsolete disorder involving pain <> tumor necrosis factor alpha inhibitor,0,1,1,3,1,1,1,0,1,1
obsolete disorder involving pain <> varenicline,0,1,2,3,1,3,1,1,2,1
obsolete disorder involving pain <> verapamil,0,1,1,3,4,4,1,0,4,1
obsolete disorder involving pain <> vitamin e,0,1,1,2,1,1,1,0,1,1
obsolete disorder involving pain <> ziconotide,0,2,2,3,1,2,1,0,2,1
obsolete disorder involving pain <> κ-opioid receptor agonist,0,1,1,0,1,1,0,0,1,1
obsolete drug and/or toxic myopathy <> hydroxymethylglutaryl coa reductase inhibitors,0,0,0,2,1,1,0,0,0,1
obsolete early-onset parkinson disease <> levodopa,0,1,1,2,1,1,0,0,1,1
obsolete enamel erosion <> citric acid,0,0,0,2,1,1,0,1,0,1
obsolete enamel erosion <> fluoride,0,1,0,2,3,6,0,5,1,1
obsolete endometrial hyperplasia <> metformin,0,1,1,1,1,1,1,1,1,1
obsolete estrogen-receptor negative breast cancer <> docetaxel,1,1,1,3,3,4,1,1,2,1
obsolete estrogen-receptor negative breast cancer <> doxorubicin,0,0,0,0,1,1,0,0,0,1
obsolete familial combined hyperlipidemia <> fibrate,0,1,0,1,1,1,0,0,1,1
obsolete genetic cerebral small vessel disease <> amlodipine,0,1,0,1,1,1,0,0,1,1
obsolete genetic cerebral small vessel disease <> cilostazol,0,1,2,2,1,1,0,0,0,1
obsolete genetic cerebral small vessel disease <> clopidogrel,0,1,1,2,1,1,0,1,0,1
obsolete her2-receptor positive breast cancer <> trastuzumab,0,0,0,0,1,1,0,0,0,1
obsolete hernia <> bupivacaine,0,1,0,2,1,1,1,1,1,1
obsolete human coronavirus sensitivity <> chloroquine,0,0,0,1,1,1,0,0,0,1
obsolete human coronavirus sensitivity <> daas,0,1,0,1,1,1,0,0,1,1
obsolete hyperuricemia <> benzbromarone,1,1,0,0,1,1,0,0,0,1
"obsolete hyperuricemia <> bicarbonate, sodium",1,0,0,0,1,1,0,0,0,1
obsolete hyperuricemia <> empagliflozin,0,1,3,2,1,1,0,1,1,1
obsolete hyperuricemia <> febuxostat,0,1,0,1,1,1,0,0,0,1
obsolete hyperuricemia <> quercetin,0,2,2,4,2,5,0,0,3,1
obsolete hyperuricemia <> rutin,0,2,2,2,1,2,0,0,2,1
obsolete hyperuricemia <> xanthine oxidase inhibitor,1,4,6,3,1,6,0,0,2,1
obsolete immune suppression <> cyclosporine,0,1,1,1,1,1,0,0,0,1
obsolete influenza infection <> oseltamivir,0,0,0,1,1,1,0,0,0,1
obsolete intracranial hemorrhage <> circulating anticoagulants,0,1,1,0,1,1,0,1,1,1
obsolete intracranial hemorrhage <> warfarin,0,1,1,4,1,1,1,1,1,1
obsolete isolated growth hormone deficiency <> pituitary growth hormone,0,0,0,1,1,1,1,0,0,1
obsolete leishmaniasis <> paromomycin,0,1,1,1,1,1,0,0,0,1
obsolete lymphatic filariasis <> diethylcarbamazine,1,3,4,3,5,11,0,2,5,1
obsolete lymphatic filariasis <> doxycycline,1,2,7,5,3,7,1,2,5,1
obsolete lymphatic filariasis <> ivermectin,0,1,2,1,4,6,0,1,4,1
obsolete malaria <> artemether,0,1,0,2,1,1,0,0,1,1
obsolete malaria <> artemisinin,0,1,0,2,1,1,0,0,1,1
obsolete malaria <> artemisinins,0,1,0,2,2,2,0,0,1,1
obsolete malaria <> artenimol,1,0,0,1,2,2,0,0,1,1
obsolete malaria <> artesunate,0,1,0,2,1,1,0,0,1,1
obsolete malaria <> chloroquine,0,1,1,1,1,1,0,0,0,1
obsolete malaria <> pyronaridine,1,0,0,2,0,2,0,0,1,1
obsolete neonatal epileptic encephalopathy <> erythropoietin,1,2,3,5,2,4,3,4,4,1
obsolete neonatal jaundice <> glucose,0,1,1,1,1,1,0,0,1,1
obsolete neonatal jaundice <> ursodeoxycholate,1,2,1,2,2,2,0,1,1,1
obsolete neonatal jaundice <> ursodiol,1,2,1,2,2,2,0,1,1,1
obsolete neonatal jaundice <> zinc,0,2,2,1,2,2,0,0,0,1
obsolete neurogenic bladder <> anticholinergic,0,0,0,0,1,1,0,0,0,1
obsolete neurogenic bladder <> incobotulinumtoxina,0,0,0,0,1,1,0,0,1,1
obsolete neurogenic bladder <> naftopidil,1,1,1,2,1,1,0,0,1,1
obsolete neurogenic bladder <> propiverine,0,1,1,1,1,1,0,0,1,1
obsolete non-dystrophic myopathy <> mexiletine,0,1,1,1,1,1,1,1,1,1
obsolete onchocerciasis <> ivermectin,1,0,0,2,1,1,0,0,1,1
obsolete osteonecrosis <> diphosphonate,0,1,1,1,1,1,0,0,1,1
obsolete osteonecrosis <> ibandronate,0,1,1,1,1,1,0,0,1,1
obsolete osteonecrosis <> pamidronate,0,1,1,1,1,1,1,1,1,1
obsolete pain disorder <> opioid,0,1,0,0,1,1,0,0,0,1
obsolete peanut allergic reaction <> omalizumab,1,1,2,4,1,1,1,0,1,1
obsolete pulmonary arterial hypertension associated with another disease <> sildenafil,0,0,1,1,1,1,0,0,1,1
obsolete rare diabetes mellitus <> glucagon-like peptide 1,0,0,0,1,1,1,0,0,0,1
obsolete rare diabetes mellitus <> glucagon-like peptide 1 receptor agonist,0,1,2,1,1,1,0,0,0,1
obsolete rare hereditary hemochromatosis <> deferiprone,0,1,2,2,3,3,0,0,1,1
obsolete rare hereditary hemochromatosis <> deferoxamine,0,1,1,1,2,2,0,0,1,1
obsolete rare hypercholesterolemia <> probucol,0,0,0,1,1,1,0,0,0,1
"obsolete rare insulin-resistance syndrome <> 2 inhibitor, cyclooxygenase",0,1,3,1,2,2,0,1,2,1
obsolete rare insulin-resistance syndrome <> acarbose,0,1,2,2,1,1,0,0,0,1
obsolete rare insulin-resistance syndrome <> acetylcarnitine,0,1,4,2,1,3,1,0,1,1
obsolete rare insulin-resistance syndrome <> acetylcysteine,0,1,1,1,1,1,0,0,1,1
obsolete rare insulin-resistance syndrome <> allopurinol,0,2,2,3,3,4,0,2,3,1
obsolete rare insulin-resistance syndrome <> amiloride,1,1,1,1,1,1,0,0,1,1
obsolete rare insulin-resistance syndrome <> amlodipine,0,1,1,1,1,1,0,0,1,1
obsolete rare insulin-resistance syndrome <> angiotensin ii receptor blockers,0,1,1,1,1,1,0,0,1,1
obsolete rare insulin-resistance syndrome <> arb,0,1,1,1,1,1,0,0,1,1
obsolete rare insulin-resistance syndrome <> arginine,0,1,0,1,1,1,0,0,0,1
obsolete rare insulin-resistance syndrome <> aspirin,0,2,3,1,3,5,0,1,5,1
obsolete rare insulin-resistance syndrome <> azilsartan,0,1,1,2,1,1,0,0,1,1
obsolete rare insulin-resistance syndrome <> biguanide,1,1,1,2,2,2,0,0,2,1
obsolete rare insulin-resistance syndrome <> calcium channel blockers,1,2,4,1,1,1,0,0,1,1
obsolete rare insulin-resistance syndrome <> canagliflozin,0,2,2,3,1,1,0,0,1,1
obsolete rare insulin-resistance syndrome <> carnitine,0,2,5,3,3,5,0,0,5,1
obsolete rare insulin-resistance syndrome <> ciprofibrate,0,2,3,1,1,1,0,1,1,1
obsolete rare insulin-resistance syndrome <> dexamethasone,1,4,5,1,8,11,0,4,6,1
obsolete rare insulin-resistance syndrome <> dpp4 inhibitor,1,1,2,3,1,1,0,0,1,1
obsolete rare insulin-resistance syndrome <> dpp4 inhibitors,1,1,2,3,1,1,0,0,1,1
obsolete rare insulin-resistance syndrome <> eicosapentaenoate,0,2,4,3,3,4,0,1,1,1
obsolete rare insulin-resistance syndrome <> eicosapentaenoic acid,0,2,4,3,3,4,0,1,1,1
obsolete rare insulin-resistance syndrome <> empagliflozin,0,1,1,2,1,1,0,1,1,1
obsolete rare insulin-resistance syndrome <> endogenous antioxidants,1,2,7,5,6,9,0,3,9,1
"obsolete rare insulin-resistance syndrome <> estradiol, ethinyl",1,1,1,1,1,1,0,0,0,1
obsolete rare insulin-resistance syndrome <> estrogens,1,2,3,2,4,5,0,4,4,1
obsolete rare insulin-resistance syndrome <> exendin (9-39),0,1,4,3,2,3,0,0,2,1
"obsolete rare insulin-resistance syndrome <> fatty acids, omega-3",0,1,1,1,2,2,0,1,1,1
obsolete rare insulin-resistance syndrome <> fenofibrate,0,2,3,1,1,1,0,1,1,1
obsolete rare insulin-resistance syndrome <> fibrate,0,2,4,1,2,2,0,2,2,1
obsolete rare insulin-resistance syndrome <> fibric acids,0,2,3,1,1,1,0,1,1,1
obsolete rare insulin-resistance syndrome <> glucagon-like peptide 1,1,2,6,4,2,5,0,0,5,1
obsolete rare insulin-resistance syndrome <> glucagon-like peptide 1 receptor agonist,1,1,7,5,4,8,3,4,7,1
obsolete rare insulin-resistance syndrome <> glucagon-like peptides,0,1,0,2,2,2,0,1,1,1
obsolete rare insulin-resistance syndrome <> glyburide,0,1,1,2,1,1,0,1,1,1
obsolete rare insulin-resistance syndrome <> hydrochlorothiazide,0,1,1,1,1,1,0,0,1,1
obsolete rare insulin-resistance syndrome <> insulin sensitizer,0,1,1,1,1,1,0,0,1,1
obsolete rare insulin-resistance syndrome <> leptin,1,2,4,4,7,13,0,4,6,1
obsolete rare insulin-resistance syndrome <> levocarnitine,0,2,5,3,3,4,0,0,4,1
obsolete rare insulin-resistance syndrome <> liraglutide,0,1,2,2,2,2,0,2,2,1
obsolete rare insulin-resistance syndrome <> lixisenatide,0,1,2,3,2,2,2,1,2,1
obsolete rare insulin-resistance syndrome <> loperamide,0,2,2,1,1,1,0,1,1,1
obsolete rare insulin-resistance syndrome <> losartan,0,1,5,1,3,3,0,0,0,1
"obsolete rare insulin-resistance syndrome <> medoxomil, olmesartan",0,1,1,1,1,1,0,0,1,1
obsolete rare insulin-resistance syndrome <> melatonin,0,1,2,3,5,7,1,4,6,1
obsolete rare insulin-resistance syndrome <> metformin,1,1,2,3,3,4,0,0,3,1
obsolete rare insulin-resistance syndrome <> methionine,0,2,2,1,1,2,0,2,1,1
obsolete rare insulin-resistance syndrome <> metyrapone,0,1,1,1,1,1,0,0,1,1
obsolete rare insulin-resistance syndrome <> nicotinic acid,0,2,1,2,2,3,1,0,1,1
obsolete rare insulin-resistance syndrome <> olmesartan,0,2,2,2,1,2,0,0,2,1
obsolete rare insulin-resistance syndrome <> pemoline,0,1,1,1,1,1,0,0,1,1
obsolete rare insulin-resistance syndrome <> pioglitazone,0,2,2,2,4,4,0,0,1,1
obsolete rare insulin-resistance syndrome <> pituitary growth hormone,0,1,1,1,1,1,0,0,0,1
obsolete rare insulin-resistance syndrome <> product containing salicylate (product),0,2,2,2,2,2,0,0,2,1
obsolete rare insulin-resistance syndrome <> resveratrol,1,3,11,4,8,20,2,11,15,1
obsolete rare insulin-resistance syndrome <> rosiglitazone,0,1,3,1,2,2,0,0,2,1
obsolete rare insulin-resistance syndrome <> rosiglitazone maleate,0,1,3,1,2,2,0,0,2,1
obsolete rare insulin-resistance syndrome <> semaglutide,0,0,0,1,1,1,0,0,0,1
obsolete rare insulin-resistance syndrome <> sildenafil,0,2,2,2,2,4,0,0,4,1
obsolete rare insulin-resistance syndrome <> sodium-glucose transporter 2 inhibitor,0,2,2,3,1,1,0,0,1,1
obsolete rare insulin-resistance syndrome <> thiazide,0,1,1,1,1,1,0,0,1,1
obsolete rare insulin-resistance syndrome <> thiazolidinedione,1,2,15,4,9,23,0,4,12,1
obsolete rare insulin-resistance syndrome <> tumor necrosis factor alpha,0,1,0,1,1,1,0,0,0,1
obsolete rare insulin-resistance syndrome <> tzd,0,2,7,2,2,4,0,0,2,1
obsolete rare insulin-resistance syndrome <> tzds,0,2,10,2,3,5,0,1,2,1
obsolete rare insulin-resistance syndrome <> vitamin e,1,1,1,1,2,2,0,0,0,1
obsolete rare insulin-resistance syndrome <> zinc,0,1,1,1,1,1,0,1,1,1
obsolete rare isolated myopia <> atropine,0,1,0,1,1,1,0,1,1,1
obsolete rare tremor disorder <> carbamazepine,0,1,1,1,1,1,0,1,1,1
obsolete rare tremor disorder <> ethanol,0,1,1,2,1,1,0,1,1,1
obsolete rare tremor disorder <> ondansetron,0,1,1,0,1,1,0,0,1,1
obsolete rare tremor disorder <> propranolol,0,2,2,1,2,2,1,2,2,1
"obsolete sarcopenia <> amino acids, branched chain",0,2,1,2,2,2,0,2,2,1
obsolete sarcopenia <> ast 120,0,1,1,2,1,1,0,1,1,1
obsolete sarcopenia <> carbon,0,1,1,2,1,1,0,1,1,1
obsolete sarcopenia <> creatine,0,1,1,1,1,1,0,0,1,1
obsolete sarcopenia <> rifaximin,1,1,1,4,2,2,0,0,2,1
obsolete sarcopenia <> ursolic acid,0,1,1,2,1,1,0,0,1,1
obsolete sars-cov-2-related disease <> dexamethasone,0,1,0,0,1,1,0,0,0,1
obsolete sars-cov-2-related disease <> ivermectin,0,0,0,0,1,1,0,0,0,1
obsolete sars-cov-2-related disease <> zinc,0,1,1,1,1,1,0,0,1,1
obsolete schizophrenia <> clozapine,0,1,1,1,1,1,0,1,1,1
obsolete schizophrenia <> haloperidol,0,1,1,2,1,1,0,0,1,1
obsolete septic abortion <> gentamicin,1,2,1,0,1,1,0,0,0,1
obsolete status epilepticus <> antiepileptic drugs,1,2,6,5,8,14,5,3,13,1
obsolete status epilepticus <> benzodiazepine,1,3,6,5,9,30,4,5,24,1
obsolete status epilepticus <> clonazepam,0,3,7,4,4,6,0,1,5,1
obsolete status epilepticus <> diazepam,1,5,4,5,5,16,2,0,3,1
obsolete status epilepticus <> ganaxolone,1,3,4,4,1,5,2,0,5,1
obsolete status epilepticus <> ketamine,1,3,9,5,10,31,7,14,24,1
obsolete status epilepticus <> levetiracetam,1,2,5,4,7,11,6,3,8,1
obsolete status epilepticus <> midazolam,0,2,1,4,3,4,0,2,2,1
obsolete status epilepticus <> paraldehyde,0,1,1,1,1,1,0,0,1,1
obsolete status epilepticus <> phenobarbital,1,6,10,5,13,40,15,11,29,1
obsolete status epilepticus <> phenytoin,1,2,0,2,0,1,0,0,0,1
obsolete status epilepticus <> pregnanolone,1,3,4,5,2,7,4,0,7,1
obsolete status epilepticus <> valproate,1,2,10,5,6,14,4,3,8,1
obsolete status epilepticus <> valproic acid,1,1,2,4,2,6,2,1,2,1
obsolete sudden cardiac death <> flecainide,0,1,0,2,0,1,0,1,0,1
obsolete sudden cardiac death <> metoprolol,0,2,2,1,1,1,0,1,1,1
obsolete sudden cardiac death <> sotalol,0,1,4,3,1,1,0,0,0,1
"obsolete susceptibility to ischemic stroke <> 2 inhibitor, cyclooxygenase",0,1,1,3,1,1,0,0,1,1
obsolete susceptibility to ischemic stroke <> 3-n-butylphthalide,1,2,7,5,2,19,10,17,16,1
obsolete susceptibility to ischemic stroke <> abciximab,0,1,0,1,1,1,1,1,1,1
"obsolete susceptibility to ischemic stroke <> acid, docosahexaenoic",1,4,3,5,5,19,16,13,15,1
obsolete susceptibility to ischemic stroke <> agomelatine,0,1,1,2,1,3,0,3,3,1
obsolete susceptibility to ischemic stroke <> altep,0,1,1,2,2,2,0,0,1,1
obsolete susceptibility to ischemic stroke <> alteplase,1,2,3,3,2,2,1,0,0,1
obsolete susceptibility to ischemic stroke <> angiotensin receptor blocker,0,0,0,1,1,1,0,0,1,1
obsolete susceptibility to ischemic stroke <> angiotensin receptor blockers,0,1,2,2,2,2,0,0,2,1
obsolete susceptibility to ischemic stroke <> argatroban,0,1,1,5,2,2,0,0,1,1
obsolete susceptibility to ischemic stroke <> aspirin,0,1,0,1,1,1,1,1,0,1
obsolete susceptibility to ischemic stroke <> atorvastatin,0,2,5,4,4,6,1,3,6,1
obsolete susceptibility to ischemic stroke <> capsaicin,1,2,4,4,5,6,3,5,6,1
obsolete susceptibility to ischemic stroke <> cilostazol,1,2,1,2,2,2,0,0,1,1
obsolete susceptibility to ischemic stroke <> circulating anticoagulants,0,0,0,1,1,1,0,1,0,1
obsolete susceptibility to ischemic stroke <> citicoline,1,1,3,4,2,3,0,2,3,1
obsolete susceptibility to ischemic stroke <> dabigatran,0,2,3,5,3,4,2,3,3,1
obsolete susceptibility to ischemic stroke <> dehydroascorbic acid,0,4,1,3,2,2,1,1,1,1
obsolete susceptibility to ischemic stroke <> dexmedetomidine,0,2,3,5,2,8,4,3,5,1
obsolete susceptibility to ischemic stroke <> docosahexaenoate,1,4,3,5,5,19,16,13,15,1
obsolete susceptibility to ischemic stroke <> endothelins,1,1,1,4,1,1,1,1,1,1
"obsolete susceptibility to ischemic stroke <> etexilate, dabigatran",0,2,2,5,2,3,2,2,2,1
obsolete susceptibility to ischemic stroke <> ezetimibe,0,1,1,2,1,1,1,1,1,1
obsolete susceptibility to ischemic stroke <> fluoxetine,0,2,4,5,5,7,4,5,6,1
obsolete susceptibility to ischemic stroke <> folic acid,0,2,1,3,2,3,0,2,3,1
obsolete susceptibility to ischemic stroke <> ganglioside m1b,0,1,1,3,1,1,1,1,1,1
obsolete susceptibility to ischemic stroke <> glenzocimab,1,0,0,1,1,1,1,1,0,1
obsolete susceptibility to ischemic stroke <> glyburide,1,3,4,5,5,14,6,7,8,1
obsolete susceptibility to ischemic stroke <> gm1-ganglioside,0,1,1,3,2,2,1,2,1,1
obsolete susceptibility to ischemic stroke <> heparin,1,2,1,2,2,2,1,1,0,1
obsolete susceptibility to ischemic stroke <> hydroxymethylglutaryl coa reductase inhibitors,1,2,5,4,5,8,3,3,7,1
obsolete susceptibility to ischemic stroke <> insulin,0,1,1,4,1,1,0,0,1,1
obsolete susceptibility to ischemic stroke <> irl-1620,1,1,2,4,1,3,3,3,3,1
obsolete susceptibility to ischemic stroke <> melatonin,1,2,6,5,6,13,4,6,13,1
obsolete susceptibility to ischemic stroke <> memantine,1,3,5,4,5,8,5,6,8,1
obsolete susceptibility to ischemic stroke <> mexidol,1,1,0,1,1,1,0,0,0,1
obsolete susceptibility to ischemic stroke <> minocycline,0,2,5,4,2,6,1,2,6,1
obsolete susceptibility to ischemic stroke <> nbp,0,1,1,4,1,2,1,2,2,1
obsolete susceptibility to ischemic stroke <> nerve growth factor,0,1,1,4,1,1,1,1,1,1
obsolete susceptibility to ischemic stroke <> neuroprotectant,0,1,1,4,1,1,0,1,0,1
obsolete susceptibility to ischemic stroke <> nimodipine,0,2,1,4,3,3,1,1,0,1
obsolete susceptibility to ischemic stroke <> nxy 059,0,3,2,4,2,3,2,0,2,1
obsolete susceptibility to ischemic stroke <> okn 007,0,3,2,4,2,3,2,0,2,1
obsolete susceptibility to ischemic stroke <> pioglitazone,0,1,1,5,3,5,4,2,5,1
obsolete susceptibility to ischemic stroke <> plasminogen activator,1,4,7,5,8,15,5,6,12,1
obsolete susceptibility to ischemic stroke <> propofol,0,2,3,4,1,4,1,2,2,1
obsolete susceptibility to ischemic stroke <> propranolol,0,1,1,4,1,1,1,1,1,1
obsolete susceptibility to ischemic stroke <> rivaroxaban,0,1,1,2,1,1,1,0,1,1
obsolete susceptibility to ischemic stroke <> rosuvastatin,0,1,1,2,1,1,0,1,1,1
obsolete susceptibility to ischemic stroke <> rtpa,0,1,3,4,3,3,1,2,3,1
obsolete susceptibility to ischemic stroke <> selenium,0,2,2,4,3,5,3,2,3,1
obsolete susceptibility to ischemic stroke <> sialogangliosides,0,1,1,1,1,1,0,1,0,1
obsolete susceptibility to ischemic stroke <> simvastatin,1,2,3,3,3,3,0,2,3,1
obsolete susceptibility to ischemic stroke <> sodium-glucose transporter 2 inhibitor,0,1,1,4,1,1,1,1,1,1
obsolete susceptibility to ischemic stroke <> sovateltide,1,1,1,4,1,1,1,1,1,1
obsolete susceptibility to ischemic stroke <> tenecteplase,0,2,3,2,2,3,0,1,3,1
obsolete susceptibility to ischemic stroke <> tetracycline,0,1,1,2,1,1,0,1,1,1
obsolete susceptibility to ischemic stroke <> thrombolytic,1,4,6,5,5,10,4,6,7,1
obsolete susceptibility to ischemic stroke <> tirofiban,0,2,2,4,2,3,2,2,3,1
obsolete susceptibility to ischemic stroke <> tnk,0,2,2,2,2,2,0,1,2,1
obsolete susceptibility to ischemic stroke <> triflusal,0,1,1,2,1,1,1,0,1,1
obsolete susceptibility to ischemic stroke <> urokinase,0,4,4,5,6,11,5,2,7,1
obsolete susceptibility to ischemic stroke <> vinca alkaloid,0,1,1,2,3,3,0,1,0,1
obsolete susceptibility to ischemic stroke <> vinpocetine,0,1,1,2,3,3,0,1,0,1
obsolete susceptibility to ischemic stroke <> vitamin c,0,2,1,4,2,2,1,1,2,1
obsolete susceptibility to ischemic stroke <> xanthine oxidase inhibitor,0,1,1,2,1,1,0,1,0,1
obsolete susceptibility to ischemic stroke <> xenon,1,2,2,5,4,4,2,3,4,1
obsolete vertigo <> betahistine,0,3,0,2,1,2,2,0,2,1
obsolete vertigo <> metoclopramide,0,2,2,3,1,1,0,0,1,1
obsolete vertigo <> propranolol,0,2,2,3,1,1,0,0,1,1
obstructive jaundice <> methionine,0,1,1,1,1,1,0,0,1,1
obstructive jaundice <> tauroursodeoxycholate,0,1,1,2,2,3,0,0,1,1
obstructive jaundice <> ursodeoxycholate,0,1,1,2,5,6,0,2,3,1
obstructive jaundice <> ursodiol,0,1,1,2,3,4,0,2,3,1
obstructive lung disease <> 17-hydro-9-dehydro-andrographolide,1,2,2,2,2,3,1,2,3,1
"obstructive lung disease <> 3 inhibitor, phosphodiesterase",1,4,6,4,7,9,1,0,6,1
obstructive lung disease <> albuterol,1,1,1,1,1,2,0,0,0,1
obstructive lung disease <> alpha 1 antitrypsin,1,2,3,2,1,3,0,0,3,1
obstructive lung disease <> aminophylline,1,1,1,3,1,5,0,5,5,1
obstructive lung disease <> antimuscarinic,1,4,3,1,1,1,0,0,0,1
obstructive lung disease <> arginine,1,1,1,3,1,1,0,0,1,1
obstructive lung disease <> beclomethasone,0,0,0,1,2,2,0,0,1,1
obstructive lung disease <> capsaicin,0,2,1,3,2,2,0,0,2,1
obstructive lung disease <> carvedilol,0,0,0,3,1,1,0,0,0,1
obstructive lung disease <> dexamethasone,1,5,8,5,15,24,3,3,9,1
obstructive lung disease <> dexmedetomidine,0,1,1,1,1,1,0,0,1,1
obstructive lung disease <> dextromethorphan,0,1,1,2,1,1,0,0,1,1
"obstructive lung disease <> dipropionate, beclomethasone",0,0,0,1,1,1,0,0,1,1
obstructive lung disease <> doxofylline,1,2,3,2,2,2,0,1,2,1
obstructive lung disease <> formoterol,1,1,1,1,1,2,0,0,0,1
obstructive lung disease <> glucocorticoids,1,3,5,4,10,15,1,2,8,1
obstructive lung disease <> glycopyrrolate,0,1,1,1,1,1,0,0,1,1
obstructive lung disease <> glycopyrronium,0,1,1,1,1,1,0,0,1,1
obstructive lung disease <> heparin,0,1,1,3,1,1,0,0,1,1
obstructive lung disease <> hydrocortisone,0,0,0,1,2,2,0,0,0,1
obstructive lung disease <> ipratropium,0,1,1,4,2,2,0,1,1,1
obstructive lung disease <> ipratropium bromide,0,0,0,3,1,1,0,1,0,1
obstructive lung disease <> ketamine,0,1,1,1,1,1,0,0,1,1
obstructive lung disease <> levalbuterol,0,1,1,0,1,1,0,0,1,1
obstructive lung disease <> long-acting muscarinic antagonist,1,4,4,3,3,3,0,1,2,1
obstructive lung disease <> long-acting muscarinic antagonists,1,1,1,0,1,1,0,0,1,1
obstructive lung disease <> long-acting β2-agonists,0,1,0,3,1,2,0,0,0,1
obstructive lung disease <> moxifloxacin,0,0,0,1,1,1,0,1,1,1
obstructive lung disease <> muscarinic antagonist,1,2,4,3,2,2,1,0,1,1
obstructive lung disease <> muscarinic antagonists,1,1,3,2,1,1,1,0,1,1
obstructive lung disease <> neostigmine,0,2,2,1,1,1,0,0,1,1
obstructive lung disease <> phosphodiesterase 5,0,2,1,2,1,1,1,0,1,1
obstructive lung disease <> prednisolone,0,0,0,1,1,1,0,0,0,1
obstructive lung disease <> procaterol,0,1,1,2,2,4,1,1,1,1
obstructive lung disease <> propofol,0,1,1,1,1,1,0,0,1,1
obstructive lung disease <> salmeterol,0,0,0,1,1,1,0,0,0,1
obstructive lung disease <> sildenafil,0,0,0,2,1,1,0,0,0,1
obstructive lung disease <> steroid,1,1,0,0,1,1,1,1,0,1
obstructive lung disease <> td-4208,0,2,2,2,1,1,0,1,1,1
obstructive lung disease <> terbutaline,1,1,0,0,1,1,1,1,0,1
obstructive lung disease <> theophylline,0,1,1,1,2,2,0,0,1,1
obstructive lung disease <> vitamin e,0,0,0,1,1,1,0,0,0,1
obstructive lung disease <> β2 adrenergic agonist,0,0,0,2,1,1,0,0,0,1
obstructive sleep apnea syndrome <> atropine,0,2,1,2,2,2,0,0,1,1
obstructive sleep apnea syndrome <> dexamethasone,0,1,1,2,1,1,0,1,1,1
obstructive sleep apnea syndrome <> fentanyl,0,1,1,1,1,1,0,0,1,1
obstructive sleep apnea syndrome <> ibuprofen,0,1,1,2,1,1,0,1,1,1
obstructive sleep apnea syndrome <> melatonin,0,3,4,4,4,9,1,8,7,1
obstructive sleep apnea syndrome <> zinc,0,1,1,1,1,1,0,1,1,1
occlusion of tributary of retinal vein <> bevacizumab,0,1,1,1,1,1,0,0,1,1
"ocular hypertension <> acetonide, triamcinolone",0,1,1,1,1,1,0,0,1,1
