drug_name,tested_both_sexes,species_unique,strain_unique,assay_unique,country_unique,articles_total,articles_blinding,articles_randomization,articles_welfare,target
alzheimer disease <> ly 450139,0,1,3,3,2,2,1,0,2,1
alzheimer disease <> malate,0,0,1,1,1,1,0,0,0,1
alzheimer disease <> melatonin,1,3,15,5,17,48,3,11,31,1
alzheimer disease <> memantine,1,1,3,3,3,3,0,0,0,1
alzheimer disease <> metformin,1,1,2,4,3,4,0,0,4,1
alzheimer disease <> methylphenidate,0,2,3,3,4,4,0,3,4,1
alzheimer disease <> mirtazapine,0,1,0,1,1,1,0,0,1,1
alzheimer disease <> mometasone,0,1,1,2,1,1,0,1,0,1
alzheimer disease <> ne2001,0,1,0,3,1,1,0,0,1,1
alzheimer disease <> nicotine,0,4,9,5,5,10,1,3,3,1
alzheimer disease <> nifedipine,1,2,5,5,5,12,0,0,7,1
alzheimer disease <> nilvadipine,1,2,4,5,2,5,0,0,4,1
alzheimer disease <> nmda receptor antagonist,0,2,4,3,4,4,0,0,2,1
alzheimer disease <> nsaid,0,1,1,2,1,2,1,1,0,1
alzheimer disease <> pittsburgh compound b,1,1,4,4,1,1,0,0,1,1
alzheimer disease <> posiphen,1,1,2,2,1,2,1,0,2,1
alzheimer disease <> prazosin,1,2,4,4,4,4,0,1,3,1
alzheimer disease <> pti-125,1,1,1,3,1,1,1,1,1,1
alzheimer disease <> resveratrol,1,2,3,5,5,13,1,2,7,1
alzheimer disease <> rifampin,0,1,0,2,1,2,0,0,0,1
alzheimer disease <> rivastigmine,0,2,2,4,5,9,0,0,6,1
alzheimer disease <> rivastigmine tartrate,0,1,1,3,2,3,0,0,3,1
alzheimer disease <> rosiglitazone,0,2,1,3,2,4,2,1,3,1
alzheimer disease <> rvt-101,0,3,5,2,1,1,0,1,1,1
alzheimer disease <> salicylamide,1,2,8,4,6,12,2,3,6,1
alzheimer disease <> salicylamides,1,2,8,4,6,12,2,3,6,1
alzheimer disease <> selective serotonin reuptake inhibitor,0,2,2,2,3,3,0,0,1,1
alzheimer disease <> selenium,1,4,12,5,9,21,4,6,19,1
alzheimer disease <> serotonin agents,0,1,1,4,2,2,0,1,0,1
alzheimer disease <> sodium oligomannate,1,3,4,3,1,2,0,2,2,1
alzheimer disease <> sodium-glucose transporter 2 inhibitor,1,2,2,3,4,4,2,1,4,1
alzheimer disease <> spironolactone,0,2,1,2,2,2,0,0,1,1
alzheimer disease <> sra-333,1,2,1,2,1,1,0,0,1,1
alzheimer disease <> substance with gonadotropin releasing hormone receptor antagonist mechanism of action (substance),1,2,4,3,3,5,2,2,5,1
alzheimer disease <> succinylcholine,1,2,3,4,2,2,1,1,2,1
"alzheimer disease <> sulfate, copper",0,2,2,4,2,2,0,2,2,1
alzheimer disease <> tarenflurbil,1,1,0,3,2,3,1,1,2,1
alzheimer disease <> testosterone,1,2,3,3,3,8,1,0,8,1
alzheimer disease <> tongxinluo,0,1,1,3,1,1,0,1,1,1
alzheimer disease <> valproate,1,1,1,2,1,1,1,0,0,1
alzheimer disease <> valproic acid,1,1,1,2,1,1,1,0,0,1
alzheimer disease <> vitamin d3,1,2,7,4,2,2,2,1,1,1
alzheimer disease <> vitamin e,1,2,4,5,6,11,2,2,3,1
alzheimer disease <> vortioxetine,1,1,2,4,2,2,1,1,2,1
alzheimer disease <> xaliproden,0,1,1,3,1,1,0,0,1,1
alzheimer disease <> zolpidem,1,2,5,5,4,4,1,2,4,1
amyotrophic lateral sclerosis <> arimoclomol,1,1,2,2,1,3,0,1,2,1
amyotrophic lateral sclerosis <> ceftriaxone,1,2,2,3,3,4,1,0,3,1
amyotrophic lateral sclerosis <> dexpramipexole,0,1,1,2,1,1,0,0,0,1
amyotrophic lateral sclerosis <> edaravone,1,2,3,3,1,3,3,2,3,1
amyotrophic lateral sclerosis <> granulocyte colony stimulating factor,1,2,2,4,3,6,4,5,6,1
amyotrophic lateral sclerosis <> insulin-like growth factor i,1,2,8,5,2,8,3,1,6,1
amyotrophic lateral sclerosis <> levocarnitine,1,1,1,3,1,1,0,0,1,1
amyotrophic lateral sclerosis <> masitinib,1,1,1,3,1,3,0,3,3,1
amyotrophic lateral sclerosis <> mecobalamin,0,1,2,2,1,1,1,0,1,1
amyotrophic lateral sclerosis <> memantine,1,1,1,2,2,2,0,1,1,1
amyotrophic lateral sclerosis <> minocycline,1,2,5,4,6,9,2,1,6,1
amyotrophic lateral sclerosis <> nmda receptor antagonist,0,1,1,1,1,1,1,1,1,1
amyotrophic lateral sclerosis <> pridopidine,1,1,5,4,4,4,3,1,4,1
amyotrophic lateral sclerosis <> rilutek,1,1,0,1,1,1,0,0,1,1
amyotrophic lateral sclerosis <> riluzole,1,2,2,4,5,7,2,0,4,1
amyotrophic lateral sclerosis <> tirasemtiv,1,1,3,2,1,1,1,1,1,1
amyotrophic lateral sclerosis <> trehalose,1,2,2,4,2,4,1,1,2,1
amyotrophic lateral sclerosis <> tro19622,1,2,4,4,1,1,1,0,1,1
amyotrophic lateral sclerosis <> valproate,1,3,3,4,4,4,1,1,4,1
amyotrophic lateral sclerosis <> valproate sodium,0,2,0,3,1,1,0,0,1,1
amyotrophic lateral sclerosis <> vitamin e,0,1,1,2,1,1,1,0,1,1
anaplastic oligodendroglioma <> temozolomide,0,1,0,1,1,1,0,1,1,1
anaplastic oligodendroglioma <> vincristine,1,1,1,1,1,1,0,1,0,1
astrocytoma (excluding glioblastoma) <> temozolomide,1,2,2,3,2,2,0,1,1,1
autism <> acetylcysteine,1,2,2,5,4,4,2,2,3,1
autism <> amphetamine,1,2,9,4,3,6,4,2,6,1
autism <> atypical antipsychotics,1,1,4,3,1,1,1,0,1,1
autism <> cannabinoid,1,2,7,4,5,5,3,3,5,1
autism <> cholinesterase inhibitor,1,2,2,1,1,1,1,0,0,1
autism <> cycloserine,0,1,3,3,1,1,1,0,0,1
autism <> dexmedetomidine,0,1,1,3,1,1,1,1,1,1
autism <> dextroamphetamine,1,1,3,2,1,1,1,1,1,1
autism <> dronabinol,1,1,3,2,1,1,0,0,1,1
autism <> endogenous antioxidants,0,1,1,2,1,1,1,0,1,1
autism <> fluoxetine,0,2,2,2,2,3,0,3,3,1
autism <> ketamine,1,1,4,3,2,2,2,0,2,1
autism <> lithium,1,2,6,4,2,10,4,3,8,1
autism <> lurasidone,1,1,0,0,1,1,1,0,0,1
autism <> methylphenidate,0,1,1,1,1,1,0,1,1,1
autism <> olanzapine,0,1,1,1,1,3,0,3,2,1
autism <> oxytocin,1,3,22,5,13,36,14,12,30,1
autism <> risperidone,0,1,1,1,1,1,0,0,1,1
autism <> sulforaphane,0,1,1,2,1,1,1,0,1,1
autism <> valproate,1,1,2,3,3,4,1,1,3,1
autism <> valproic acid,1,1,2,3,3,4,1,1,3,1
autism <> vasopressin (usp),1,1,2,5,3,3,1,1,1,1
autism <> vitamin d,0,1,0,3,0,1,0,1,1,1
autism spectrum disorder <> acetylcysteine,1,2,2,5,6,6,3,3,5,1
autism spectrum disorder <> amphetamine,1,2,9,4,2,5,4,2,5,1
autism spectrum disorder <> antipsychotics,0,1,2,4,2,2,2,0,1,1
autism spectrum disorder <> atypical antipsychotics,1,1,4,3,1,1,1,0,1,1
autism spectrum disorder <> cannabidiol,1,1,1,1,1,2,1,1,2,1
autism spectrum disorder <> cannabinoid,1,2,7,4,5,5,3,3,5,1
autism spectrum disorder <> cariprazine,0,1,1,2,1,1,1,1,1,1
autism spectrum disorder <> cholinesterase inhibitor,1,2,2,1,1,1,1,0,0,1
autism spectrum disorder <> cycloserine,0,1,3,3,1,1,1,0,0,1
autism spectrum disorder <> dexmedetomidine,0,1,1,3,1,1,1,1,1,1
autism spectrum disorder <> dextroamphetamine,1,1,3,2,1,1,1,1,1,1
autism spectrum disorder <> dronabinol,1,1,3,2,1,1,0,0,1,1
autism spectrum disorder <> endogenous antioxidants,0,1,1,2,1,1,1,0,1,1
"autism spectrum disorder <> fatty acids, omega-3",0,1,0,4,1,1,0,1,1,1
autism spectrum disorder <> fluoxetine,0,2,2,2,2,3,0,3,3,1
autism spectrum disorder <> ketamine,1,1,4,3,2,2,2,0,2,1
autism spectrum disorder <> leucovorin,1,1,3,2,1,1,0,0,1,1
autism spectrum disorder <> lithium,1,2,9,4,3,15,7,4,11,1
autism spectrum disorder <> lurasidone,1,1,0,0,1,1,1,0,0,1
autism spectrum disorder <> memantine,0,1,1,1,1,1,1,0,1,1
autism spectrum disorder <> methylphenidate,0,1,1,1,1,1,0,1,1,1
autism spectrum disorder <> olanzapine,0,1,1,1,1,3,0,3,2,1
autism spectrum disorder <> oxytocin,1,3,17,5,9,27,11,9,22,1
autism spectrum disorder <> risperidone,0,1,1,1,1,1,0,0,1,1
autism spectrum disorder <> sulforaphane,0,1,1,2,1,1,1,0,1,1
autism spectrum disorder <> valproate,1,1,2,3,3,4,1,1,3,1
autism spectrum disorder <> valproic acid,1,1,2,3,3,4,1,1,3,1
autism spectrum disorder <> vasopressin (usp),1,1,2,5,3,3,1,1,1,1
autism spectrum disorder <> vitamin d,0,1,0,3,0,1,0,1,1,1
autonomic neuropathy <> thioctic acid,0,0,0,0,1,1,0,0,0,1
bell's palsy <> glucocorticoids,0,1,1,1,1,2,0,1,2,1
brain glioblastoma <> bevacizumab,0,1,0,3,1,1,0,0,1,1
brain glioblastoma <> carmustine,1,1,3,4,3,10,1,4,2,1
brain glioblastoma <> temozolomide,1,2,2,5,3,7,0,3,7,1
"brain ischemia <> 2 inhibitor, cyclooxygenase",1,3,4,5,6,14,6,4,12,1
brain ischemia <> 3-n-butylphthalide,1,2,4,5,1,16,5,9,13,1
brain ischemia <> acetaminophen,0,1,1,0,1,1,0,0,1,1
"brain ischemia <> acid, docosahexaenoic",1,5,4,5,8,23,11,13,20,1
brain ischemia <> adrenal cortex hormone,1,2,2,3,3,4,1,1,4,1
brain ischemia <> allopurinol,1,3,5,5,2,14,5,7,10,1
brain ischemia <> alteplase,1,1,2,3,2,2,0,1,2,1
brain ischemia <> anticonvulsant,0,2,3,4,2,2,1,0,1,1
brain ischemia <> aspirin,1,2,2,3,2,3,0,0,1,1
brain ischemia <> calcium antagonists,1,2,3,4,3,3,2,0,1,1
brain ischemia <> capsaicin,1,1,1,4,2,2,2,1,2,1
brain ischemia <> chloroquine,0,2,3,4,2,3,0,0,3,1
brain ischemia <> cilostazol,0,3,4,5,2,6,3,2,4,1
brain ischemia <> colchicine,0,1,1,2,1,1,1,1,1,1
brain ischemia <> docosahexaenoate,1,5,4,5,8,23,11,13,20,1
brain ischemia <> eicosapentaenoate,1,2,3,4,3,5,2,2,5,1
brain ischemia <> eicosapentaenoic acid,1,2,3,4,3,5,2,2,5,1
brain ischemia <> heparin,1,6,4,5,4,7,3,2,5,1
brain ischemia <> hydroxymethylglutaryl coa reductase inhibitors,0,1,2,2,4,4,0,0,1,1
brain ischemia <> ketamine,1,3,4,4,6,15,4,5,7,1
brain ischemia <> magnesium,1,2,3,5,4,5,4,2,4,1
brain ischemia <> nerve growth factor,1,2,6,5,7,11,2,5,6,1
brain ischemia <> nimodipine,1,5,9,5,12,19,8,1,6,1
brain ischemia <> nxy 059,0,1,1,2,1,1,0,0,0,1
brain ischemia <> okn 007,0,1,1,2,1,1,0,0,0,1
brain ischemia <> oxygen,0,1,2,4,2,2,2,1,2,1
brain ischemia <> pentoxifylline,0,1,1,5,4,4,2,0,1,1
brain ischemia <> propofol,1,3,6,4,6,19,8,13,16,1
brain ischemia <> rosuvastatin,0,1,1,3,1,1,0,0,0,1
brain ischemia <> sevoflurane,1,2,5,5,4,15,6,13,12,1
brain ischemia <> simvastatin,0,1,1,4,3,5,1,2,2,1
"brain ischemia <> sulfate, magnesium",1,2,2,4,3,5,3,2,5,1
brain ischemia <> valproate,0,2,2,4,3,3,2,0,2,1
brain ischemia <> valsartan,0,1,2,4,1,2,1,1,2,1
brain ischemia <> xanthine oxidase inhibitor,1,2,2,4,3,5,1,2,4,1
brain stem glioma <> temozolomide,1,2,1,2,1,2,0,2,2,1
cannabis dependence <> ethanol,0,1,1,3,1,1,0,0,1,1
cardiovascular depression <> propofol,0,1,1,2,1,1,0,1,1,1
catamenial epilepsy <> progesterone,0,1,1,3,2,2,0,0,1,1
cerebral infarction <> 3-n-butylphthalide,0,1,3,5,2,8,3,4,6,1
cerebral infarction <> abciximab,0,0,0,2,1,1,0,0,0,1
cerebral infarction <> alteplase,1,5,7,4,5,12,4,4,7,1
cerebral infarction <> argatroban,0,2,2,4,2,4,2,0,2,1
cerebral infarction <> aspirin,1,5,5,4,3,6,2,0,4,1
cerebral infarction <> atorvastatin,0,2,6,4,5,7,2,4,4,1
cerebral infarction <> calcium antagonists,1,3,3,5,4,5,1,0,0,1
cerebral infarction <> cilostazol,1,1,0,0,1,1,0,0,0,1
cerebral infarction <> dipyridamole,0,1,1,1,1,1,0,0,0,1
cerebral infarction <> edaravone,0,1,2,3,1,2,0,0,0,1
cerebral infarction <> endothelins,1,2,2,4,3,3,2,2,3,1
cerebral infarction <> erythropoietin,1,4,5,5,5,11,7,6,9,1
cerebral infarction <> glandular kallikrein-1,1,1,1,4,1,1,0,0,1,1
cerebral infarction <> heparin,1,3,5,5,5,9,2,3,7,1
cerebral infarction <> hydroxymethylglutaryl coa reductase inhibitors,0,3,5,4,4,8,2,3,5,1
cerebral infarction <> insulin,1,1,2,4,3,5,1,1,2,1
cerebral infarction <> irl-1620,1,1,2,5,1,6,6,6,6,1
cerebral infarction <> kininogenase,0,1,1,3,1,1,1,1,0,1
cerebral infarction <> levodopa,0,1,2,4,1,1,1,1,1,1
cerebral infarction <> mexidol,1,1,0,1,1,1,0,0,0,1
cerebral infarction <> minocycline,1,2,11,5,12,35,14,14,28,1
cerebral infarction <> naloxone,1,3,6,4,7,11,4,2,6,1
cerebral infarction <> nerve growth factor,1,4,5,5,4,7,0,2,4,1
cerebral infarction <> nimodipine,1,5,7,5,12,31,8,12,14,1
cerebral infarction <> peoniflorin,0,1,1,3,1,2,1,0,2,1
cerebral infarction <> piracetam,1,3,4,3,1,2,0,0,0,1
cerebral infarction <> rosuvastatin,0,1,3,3,2,3,0,1,2,1
cerebral infarction <> rtpa,0,2,3,5,3,4,2,3,2,1
cerebral infarction <> serotonin,0,2,4,5,1,2,0,0,1,1
cerebral infarction <> sodium ozagrel,0,2,2,4,1,3,0,0,3,1
cerebral infarction <> sovateltide,1,1,1,4,1,1,1,1,1,1
cerebral infarction <> tenecteplase,0,1,1,2,1,1,0,0,1,1
cerebral infarction <> tetracycline,0,2,4,5,4,4,1,1,4,1
cerebral infarction <> thromboxane a2 synthase inhibitor,0,0,0,1,1,1,1,0,1,1
cerebral infarction <> tirofiban,0,1,1,4,1,1,1,1,1,1
cerebral infarction <> tnk,0,1,1,2,1,1,0,0,1,1
cerebral infarction <> warfarin,0,2,0,1,1,1,0,0,0,1
cerebral infarction <> xenon,0,2,2,5,3,4,3,3,4,1
cerebral palsy <> dexamethasone,1,2,2,2,1,3,1,1,3,1
cerebral palsy <> epinephrine,0,1,0,2,1,1,1,0,1,1
"cerebral palsy <> sulfate, magnesium",1,1,0,3,1,1,1,1,1,1
chemotherapy-induced peripheral neuropathy <> acetylcarnitine,0,2,2,2,1,1,0,0,1,1
chemotherapy-induced peripheral neuropathy <> naloxone,0,1,2,1,1,1,0,0,1,1
chemotherapy-induced peripheral neuropathy <> niacinamide,1,2,1,4,1,1,1,1,1,1
chemotherapy-induced peripheral neuropathy <> thioctic acid,1,2,4,4,2,3,2,3,3,1
childhood absence epilepsy <> brivaracetam,0,1,0,3,1,1,1,1,1,1
childhood absence epilepsy <> clobazam,0,1,0,1,1,1,0,0,0,1
childhood absence epilepsy <> lamotrigine,1,2,7,4,2,2,1,0,2,1
childhood absence epilepsy <> valproate,0,1,1,1,0,1,0,0,0,1
childhood absence epilepsy <> valproate sodium,0,2,3,4,3,5,0,1,0,1
childhood oligodendroglioma <> chemotherapy,1,2,2,3,1,1,0,0,0,1
childhood oligodendroglioma <> temozolomide,1,2,3,4,3,3,0,1,2,1
childhood-onset idiopathic generalized epilepsy syndrome <> brivaracetam,0,1,0,3,1,1,1,1,1,1
childhood-onset idiopathic generalized epilepsy syndrome <> clobazam,0,1,0,1,1,1,0,0,0,1
childhood-onset idiopathic generalized epilepsy syndrome <> ethosuximide,1,4,22,5,15,36,8,7,18,1
childhood-onset idiopathic generalized epilepsy syndrome <> lamotrigine,1,2,7,4,2,2,1,0,2,1
childhood-onset idiopathic generalized epilepsy syndrome <> valproate,1,2,12,4,8,16,4,6,6,1
childhood-onset idiopathic generalized epilepsy syndrome <> valproic acid,0,2,3,4,5,5,0,2,3,1
chronic progressive multiple sclerosis <> adrenal cortex hormone,0,0,0,2,1,1,0,0,1,1
"chronic progressive multiple sclerosis <> antibodies, bispecific",0,2,1,3,3,3,2,1,2,1
chronic progressive multiple sclerosis <> baf312,1,3,4,4,4,4,1,2,3,1
chronic progressive multiple sclerosis <> cannabinoid,1,1,1,2,1,1,0,0,0,1
chronic progressive multiple sclerosis <> cd20bi antibody,0,2,1,3,3,3,2,1,2,1
chronic progressive multiple sclerosis <> methylprednisolone,0,0,0,2,1,1,0,0,1,1
chronic progressive multiple sclerosis <> prednisone,0,1,0,0,0,1,0,0,0,1
chronic progressive multiple sclerosis <> simvastatin,1,1,1,2,1,1,0,0,1,1
chronic progressive multiple sclerosis <> siponimod,1,3,4,4,4,4,1,2,3,1
cocaine dependence <> acetylcysteine,0,1,1,3,1,1,0,0,1,1
cocaine dependence <> amphetamine,0,1,1,2,1,1,0,1,1,1
cocaine dependence <> cannabidiol,0,2,5,2,3,4,2,2,4,1
cocaine dependence <> cholinergic antagonist,0,1,1,2,1,1,0,0,1,1
cocaine dependence <> citicoline,0,1,1,2,1,1,0,0,1,1
cocaine dependence <> cocaine,0,1,1,0,1,1,0,0,0,1
cocaine dependence <> dextroamphetamine,0,3,2,4,2,10,1,2,8,1
cocaine dependence <> disulfiram,1,2,5,2,2,4,0,3,4,1
cocaine dependence <> dronabinol,0,1,2,0,1,1,0,0,1,1
cocaine dependence <> modafinil,0,2,2,3,2,2,1,1,2,1
cocaine dependence <> naltrexone,0,1,1,1,1,1,0,1,1,1
cocaine dependence <> oxytocin,1,1,1,1,1,1,0,0,1,1
"cocaine dependence <> sulfate, dextroamphetamine",0,1,1,2,1,1,0,1,1,1
cocaine dependence <> topiramate,0,1,0,2,1,1,0,0,1,1
cocaine dependence <> vigabatrin,1,1,4,5,2,4,1,2,3,1
complex partial epilepsy <> aeds,0,1,1,2,1,1,0,1,1,1
complex partial epilepsy <> antiepileptic,0,1,1,3,3,3,0,3,3,1
complex partial epilepsy <> carbamazepine,1,3,5,4,7,8,1,2,5,1
complex partial epilepsy <> diazepam,1,2,4,4,3,5,2,0,2,1
complex partial epilepsy <> gabapentin,0,1,1,2,2,2,0,1,1,1
complex partial epilepsy <> vigabatrin,1,1,2,3,3,3,0,0,2,1
demyelinating polyneuropathy <> intravenous immunoglobulins,0,1,1,3,1,1,0,1,1,1
diabetic neuropathy <> acetylcarnitine,0,1,3,3,3,4,1,0,2,1
diabetic neuropathy <> acetylcysteine,0,3,3,4,8,12,2,4,7,1
"diabetic neuropathy <> acid, gamma-linolenic",0,1,2,3,2,5,0,0,4,1
diabetic neuropathy <> aldose reductase inhibitor,1,4,11,5,6,28,1,11,4,1
diabetic neuropathy <> alpha-linolenic acid,0,2,1,3,1,3,1,2,3,1
diabetic neuropathy <> botulinum toxin type a,0,1,1,4,2,2,0,1,1,1
diabetic neuropathy <> capsaicin,0,2,1,3,1,1,1,0,1,1
diabetic neuropathy <> carbamazepine,1,2,4,4,5,5,2,0,4,1
diabetic neuropathy <> celecoxib,0,2,3,3,3,4,0,1,4,1
diabetic neuropathy <> cilostazol,0,1,6,3,3,5,0,1,1,1
diabetic neuropathy <> fentanyl,0,1,1,2,1,1,0,0,1,1
diabetic neuropathy <> gabapentin,0,1,1,2,2,2,0,0,1,1
diabetic neuropathy <> gamma-linolenate,0,1,2,3,2,5,0,0,4,1
diabetic neuropathy <> glucagon-like peptide 1 receptor agonist,1,2,4,5,4,7,1,3,5,1
diabetic neuropathy <> hydroxymethylglutaryl coa reductase inhibitors,0,1,1,2,1,1,1,0,1,1
diabetic neuropathy <> ly 353381,0,1,1,0,1,1,0,0,1,1
diabetic neuropathy <> metformin,0,1,1,3,2,2,0,2,1,1
diabetic neuropathy <> mirogabalin,0,1,6,2,1,1,1,1,0,1
diabetic neuropathy <> morphine,1,2,9,4,8,17,4,5,12,1
diabetic neuropathy <> opioid,0,2,3,3,3,3,0,0,3,1
diabetic neuropathy <> pyridoxal,0,1,1,1,1,1,0,1,0,1
diabetic neuropathy <> thiamine,0,1,0,2,1,1,0,0,1,1
diabetic neuropathy <> thioctic acid,0,3,2,3,3,11,0,4,4,1
diabetic neuropathy <> tocotrienols,0,1,1,1,1,1,0,1,1,1
diabetic neuropathy <> topiramate,0,1,2,3,1,1,0,0,1,1
diabetic neuropathy <> vitamin d,0,1,1,4,1,2,1,1,1,1
diffuse intrinsic pontine glioma <> dordaviprone,0,1,2,2,2,2,0,1,2,1
drug dependence <> acetylcysteine,0,2,2,4,2,2,1,0,2,1
drug dependence <> amphetamine,0,1,1,2,1,1,0,1,1,1
drug dependence <> antibiotic,0,1,1,2,1,2,0,0,2,1
drug dependence <> antipsychotics,0,1,1,2,1,1,0,1,0,1
drug dependence <> baclofen,1,2,3,4,7,14,1,4,10,1
drug dependence <> buspirone,0,1,1,0,1,1,0,0,0,1
drug dependence <> cannabidiol,0,2,6,3,3,6,3,3,6,1
drug dependence <> cholinergic antagonist,0,1,1,2,1,1,0,0,1,1
drug dependence <> citicoline,0,1,1,2,1,1,0,0,1,1
drug dependence <> clonidine,0,2,5,2,4,4,2,1,2,1
drug dependence <> cocaine,0,1,1,0,1,1,0,0,0,1
drug dependence <> dextroamphetamine,0,3,2,4,3,12,1,3,10,1
drug dependence <> disulfiram,1,2,5,2,2,4,0,3,4,1
drug dependence <> dronabinol,0,2,4,2,3,3,1,1,3,1
drug dependence <> estradiol,1,2,2,4,1,2,1,2,2,1
drug dependence <> ethanol,0,2,2,5,2,4,1,1,4,1
drug dependence <> fluoxetine,0,1,1,1,1,1,0,0,1,1
drug dependence <> gabapentin,0,1,2,3,4,4,1,2,4,1
drug dependence <> haloperidol,0,2,4,3,5,5,1,2,3,1
drug dependence <> lidocaine,1,1,2,4,1,3,1,0,3,1
drug dependence <> memantine,1,2,4,3,3,5,1,2,4,1
drug dependence <> metformin,1,1,2,4,3,3,0,1,2,1
drug dependence <> mifepristone,0,3,2,4,1,3,0,2,3,1
drug dependence <> mirtazapine,0,1,1,3,2,4,1,3,3,1
drug dependence <> modafinil,0,1,2,2,2,2,1,0,2,1
drug dependence <> morphine,1,4,6,4,7,17,4,5,13,1
drug dependence <> naloxone,0,1,1,3,2,2,0,1,0,1
drug dependence <> nlx,1,1,0,0,1,1,0,1,1,1
drug dependence <> ondansetron,0,2,6,4,3,10,4,4,6,1
drug dependence <> opioid,1,4,6,4,3,6,0,1,5,1
drug dependence <> opioid antagonist,1,2,1,1,2,2,0,1,2,1
drug dependence <> partial agonist,1,2,0,1,1,2,1,0,1,1
drug dependence <> prazosin,0,1,2,1,3,5,1,2,5,1
drug dependence <> propranolol,0,3,3,1,1,2,1,0,0,1
drug dependence <> r-38486,0,3,2,4,1,3,0,2,3,1
drug dependence <> sufentanil,0,1,1,1,1,1,0,0,1,1
"drug dependence <> sulfate, dextroamphetamine",0,1,1,2,1,1,0,1,1,1
"drug dependence <> sulfate, morphine",0,2,1,1,1,1,0,0,1,1
drug dependence <> suvorexant,0,2,1,0,1,1,0,0,1,1
drug dependence <> vigabatrin,1,1,4,5,2,5,1,3,4,1
endogenous depression <> agomelatine,1,1,1,1,1,1,0,1,1,1
endogenous depression <> ssris,0,0,0,1,1,1,0,0,0,1
epilepsy <> 3-n-butylphthalide,0,2,3,4,1,3,0,3,3,1
"epilepsy <> acid, docosahexaenoic",1,2,7,4,8,12,3,4,9,1
epilepsy <> adrenal cortex hormone,1,3,4,4,2,4,2,0,4,1
epilepsy <> aed,0,1,1,1,1,1,0,0,0,1
epilepsy <> aeds,1,2,10,5,8,25,7,5,11,1
epilepsy <> anti-epilepsy drugs,0,0,0,1,1,1,0,0,0,1
epilepsy <> anti-epileptic,0,2,3,4,4,5,2,1,3,1
epilepsy <> anti-epileptic drugs,0,1,1,2,1,1,0,0,1,1
epilepsy <> anticonvulsant,1,4,14,3,8,16,2,3,2,1
epilepsy <> antiepileptic,1,2,6,4,8,11,1,3,1,1
epilepsy <> antiepileptic drug,1,1,2,4,4,6,1,4,2,1
epilepsy <> antiepileptic drugs,1,3,13,5,11,39,7,8,10,1
epilepsy <> antiseizure drugs,1,2,7,3,2,5,2,1,5,1
epilepsy <> antiseizure medications,0,1,1,0,1,1,1,0,1,1
epilepsy <> baclofen,1,2,11,5,22,51,4,7,18,1
epilepsy <> benzodiazepine,1,7,46,5,22,154,21,32,92,1
epilepsy <> bia 2-093,0,1,1,3,1,2,0,0,2,1
epilepsy <> botulinum toxin type a,0,2,2,4,4,6,3,3,6,1
epilepsy <> brv,0,1,0,3,1,1,0,0,1,1
epilepsy <> bumetanide,1,3,12,5,13,35,10,4,30,1
epilepsy <> bupropion,0,1,2,1,2,2,0,1,1,1
epilepsy <> bupropion hydrochloride,0,1,2,1,2,2,0,1,1,1
epilepsy <> cannabidiol,1,2,8,5,4,10,3,1,7,1
epilepsy <> cannabinoid,1,5,18,5,16,60,18,17,55,1
epilepsy <> cannabinor,0,1,1,4,1,1,1,0,1,1
epilepsy <> carisbamate,1,1,2,3,2,5,1,1,3,1
epilepsy <> cenobamate,1,1,1,2,1,1,0,0,1,1
epilepsy <> cholecalciferol,0,1,1,2,1,1,0,1,1,1
epilepsy <> clobazam,1,3,6,5,7,9,1,2,2,1
epilepsy <> corticotropin,1,1,2,4,3,7,2,1,4,1
epilepsy <> dexmedetomidine,0,1,4,3,2,3,0,0,3,1
epilepsy <> dextromethorphan,1,2,12,5,11,27,3,4,14,1
epilepsy <> diazepam,1,8,27,5,23,123,6,15,10,1
epilepsy <> docosahexaenoate,1,2,7,4,8,13,4,5,10,1
epilepsy <> dronabinol,1,2,10,4,7,14,6,5,11,1
epilepsy <> eicosapentaenoate,0,2,2,2,2,2,1,1,1,1
epilepsy <> eicosapentaenoic acid,0,2,2,2,2,2,1,1,1,1
epilepsy <> esketamine,0,2,3,4,2,2,1,0,1,1
epilepsy <> eslicarbazepine,0,1,1,3,1,2,0,0,2,1
epilepsy <> eslicarbazepine acetate,0,1,1,3,1,2,0,0,2,1
epilepsy <> ethosuximide,1,6,37,5,21,110,17,34,55,1
epilepsy <> etomidate,0,2,5,4,5,5,1,2,5,1
epilepsy <> ezogabine,1,3,7,5,4,14,0,1,6,1
"epilepsy <> fatty acids, omega-3",0,2,3,4,4,10,1,6,9,1
epilepsy <> felbamate,0,0,1,0,1,1,0,0,1,1
epilepsy <> fenfluramine,1,2,11,5,7,10,3,1,8,1
epilepsy <> fentanyl,1,2,3,3,2,3,0,2,1,1
epilepsy <> fluoxetine,1,2,17,5,17,32,9,7,22,1
epilepsy <> folic acid,1,2,2,2,2,2,0,0,1,1
epilepsy <> gamma-aminobutyrate,1,6,27,5,20,61,2,9,25,1
epilepsy <> gamma-aminobutyric acid,1,6,27,5,16,51,3,8,24,1
epilepsy <> ganaxolone,1,2,4,4,3,7,0,2,3,1
epilepsy <> glucose,1,4,4,5,4,6,0,1,4,1
"epilepsy <> hydrochloride, fenfluramine",0,1,1,3,1,1,0,0,1,1
epilepsy <> idebenone,0,2,2,5,2,2,0,1,2,1
epilepsy <> ivermectin,0,2,3,4,2,3,0,2,2,1
